"sciname","TempMin","TempMax","EnvTemp"
"Careproctus acifer",NA,NA,"deep-water"
"Careproctus aculeolatus",NA,NA,"deep-water"
"Careproctus albescens",NA,NA,"deep-water"
"Careproctus ampliceps",NA,NA,"deep-water"
"Careproctus armatus",NA,NA,"deep-water"
"Careproctus atakamensis",NA,NA,"deep-water"
"Careproctus atrans",NA,NA,"deep-water"
"Careproctus attenuatus",NA,NA,"deep-water"
"Careproctus aureomarginatus",NA,NA,"deep-water"
"Careproctus bathycoetus",NA,NA,"deep-water"
"Careproctus batialis",NA,NA,"deep-water"
"Careproctus bowersianus",NA,NA,"deep-water"
"Careproctus cactiformis",NA,NA,"deep-water"
"Careproctus canus",NA,NA,"deep-water"
"Careproctus catherinae",NA,NA,"deep-water"
"Careproctus colletti",NA,NA,"deep-water"
"Careproctus comus",NA,NA,"polar"
"Careproctus continentalis",NA,NA,"deep-water"
"Careproctus credispinulosus",NA,NA,"deep-water"
"Careproctus crozetensis",NA,NA,"deep-water"
"Careproctus curilanus",NA,NA,"deep-water"
"Careproctus cyclocephalus",NA,NA,"deep-water"
"Careproctus cypseluroides",NA,NA,"deep-water"
"Careproctus cypselurus",NA,NA,"deep-water"
"Careproctus derjugini",NA,1.78,"deep-water"
"Careproctus discoveryae",NA,NA,"deep-water"
"Careproctus dubius",NA,NA,"temperate"
"Careproctus ectenes",NA,NA,"deep-water"
"Careproctus eltaninae",NA,NA,"deep-water"
"Careproctus falklandicus",NA,NA,"temperate"
"Careproctus faunus",NA,NA,"temperate"
"Careproctus fedorovi",NA,NA,"deep-water"
"Careproctus filamentosus",NA,NA,"deep-water"
"Careproctus furcellus",NA,NA,"deep-water"
"Careproctus georgianus",NA,NA,"polar"
"Careproctus gilberti",NA,NA,"deep-water"
"Careproctus guillemi",NA,NA,"deep-water"
"Careproctus homopterus",NA,NA,"deep-water"
"Careproctus hyaleius",NA,NA,"deep-water"
"Careproctus improvisus",NA,NA,"deep-water"
"Careproctus inflexidens",NA,NA,"deep-water"
"Careproctus kamikawai",NA,NA,"tropical"
"Careproctus kidoi",NA,NA,"polar"
"Careproctus knipowitschi",NA,NA,"deep-water"
"Careproctus lacmi",NA,NA,"deep-water"
"Careproctus latiosus",NA,NA,"deep-water"
"Careproctus leptorhinus",NA,NA,"deep-water"
"Careproctus longifilis",NA,NA,"deep-water"
"Careproctus longipectoralis",NA,NA,"deep-water"
"Careproctus longipinnis",NA,NA,"deep-water"
"Careproctus lycopersicus",NA,NA,"temperate"
"Careproctus macranchus",NA,NA,"deep-water"
"Careproctus macrodiscus",NA,NA,"deep-water"
"Careproctus macrophthalmus",NA,NA,"temperate"
"Careproctus maculosus",NA,NA,"polar"
"Careproctus magellanicus",NA,NA,"deep-water"
"Careproctus marginatus",NA,NA,"deep-water"
"Careproctus mederi",NA,NA,"deep-water"
"Careproctus melanuroides",NA,NA,"deep-water"
"Careproctus melanurus",NA,NA,"deep-water"
"Careproctus merretti",NA,NA,"deep-water"
"Careproctus micropus",NA,NA,"deep-water"
"Careproctus microstomus",NA,NA,"deep-water"
"Careproctus minimus",NA,NA,"polar"
"Careproctus mollis",NA,NA,"deep-water"
"Careproctus moskalevi",NA,NA,"deep-water"
"Careproctus narilobus",NA,NA,"deep-water"
"Careproctus nigricans",NA,NA,"deep-water"
"Careproctus notosaikaiensis",NA,NA,"deep-water"
"Careproctus novaezelandiae",NA,NA,"deep-water"
"Careproctus opisthotremus",NA,NA,"deep-water"
"Careproctus oregonensis",NA,NA,"deep-water"
"Careproctus ostentum",NA,NA,"deep-water"
"Careproctus ovigerus",NA,NA,"deep-water"
"Careproctus pallidus",NA,NA,"subtropical"
"Careproctus parvidiscus",NA,NA,"deep-water"
"Careproctus parviporatus",NA,NA,"deep-water"
"Careproctus patagonicus",NA,NA,"deep-water"
"Careproctus paxtoni",NA,NA,"deep-water"
"Careproctus pellucicauda",NA,NA,"deep-water"
"Careproctus phasma",NA,NA,"polar"
"Careproctus polarsterni",NA,NA,"deep-water"
"Careproctus profundicola",NA,NA,"deep-water"
"Careproctus pseudoprofundicola",NA,NA,"deep-water"
"Careproctus pycnosoma",NA,NA,"deep-water"
"Careproctus ranula",NA,NA,"temperate"
"Careproctus rastrinoides",NA,NA,"polar"
"Careproctus rastrinus",NA,NA,"deep-water"
"Careproctus reinhardti",2,4,"deep-water"
"Careproctus rhodomelas",NA,NA,"deep-water"
"Careproctus rimiventris",NA,NA,"deep-water"
"Careproctus roseofuscus",NA,NA,"deep-water"
"Careproctus rotundifrons",NA,NA,"deep-water"
"Careproctus sandwichensis",NA,NA,"deep-water"
"Careproctus scaphopterus",NA,NA,"deep-water"
"Careproctus scottae",NA,NA,"polar"
"Careproctus segaliensis",NA,NA,"deep-water"
"Careproctus seraphimae",NA,NA,"deep-water"
"Careproctus simus",NA,NA,"deep-water"
"Careproctus sinensis",NA,NA,"deep-water"
"Careproctus solidus",NA,NA,"temperate"
"Careproctus spectrum",NA,NA,"polar"
"Careproctus steini",NA,NA,"deep-water"
"Careproctus stigmatogenus",NA,NA,"temperate"
"Careproctus tapirus",NA,NA,"deep-water"
"Careproctus telescopus",NA,NA,"deep-water"
"Careproctus trachysoma",NA,NA,"deep-water"
"Careproctus tricapitidens",NA,NA,"deep-water"
"Careproctus vladibeckeri",NA,NA,"deep-water"
"Careproctus zachirus",NA,NA,"deep-water"
"Careproctus zispi",NA,NA,"deep-water"
"Crystallias matsushimae",NA,NA,"polar"
"Crystallichthys cameliae",NA,NA,"deep-water"
"Crystallichthys cyclospilus",NA,NA,"boreal"
"Crystallichthys mirabilis",NA,NA,"temperate"
"Edentoliparis terraenovae",NA,NA,"deep-water"
"Eknomoliparis chirichignoae",NA,NA,"deep-water"
"Elassodiscus caudatus",NA,NA,"deep-water"
"Elassodiscus obscurus",NA,NA,"deep-water"
"Elassodiscus tremebundus",NA,NA,"deep-water"
"Eutelichthys leptochirus",NA,NA,"deep-water"
"Genioliparis ferox",NA,NA,"deep-water"
"Genioliparis kafanovi",NA,NA,"deep-water"
"Genioliparis lindbergi",NA,NA,"deep-water"
"Gyrinichthys minytremus",NA,NA,"deep-water"
"Liparis adiastolus",NA,NA,"temperate"
"Liparis agassizii",NA,NA,"temperate"
"Liparis alboventer",9.89999961853027,9.89999961853027,"temperate"
"Liparis antarcticus",NA,NA,"temperate"
"Liparis atlanticus",NA,NA,"temperate"
"Liparis barbatus",NA,NA,"polar"
"Liparis bathyarcticus",NA,NA,"temperate"
"Liparis bikunin",NA,NA,"temperate"
"Liparis brashnikovi",NA,NA,"tropical"
"Liparis bristolensis",NA,NA,"polar"
"Liparis burkei",NA,NA,"temperate"
"Liparis callyodon",NA,NA,"temperate"
"Liparis catharus",NA,NA,"temperate"
"Liparis chefuensis",NA,NA,"temperate"
"Liparis coheni",NA,NA,"temperate"
"Liparis curilensis",NA,NA,"temperate"
"Liparis cyclopus",NA,NA,"temperate"
"Liparis dennyi",NA,NA,"temperate"
"Liparis dubius",NA,NA,"temperate"
"Liparis dulkeiti",NA,NA,"polar"
"Liparis eos",NA,NA,"temperate"
"Liparis fabricii",NA,NA,"deep-water"
"Liparis fishelsoni",NA,NA,"tropical"
"Liparis florae",NA,NA,"temperate"
"Liparis frenatus",NA,NA,"temperate"
"Liparis fucensis",NA,NA,"temperate"
"Liparis gibbus",NA,NA,"polar"
"Liparis grebnitzkii",NA,NA,"boreal"
"Liparis inquilinus",NA,NA,"temperate"
"Liparis kusnetzovi",NA,NA,"temperate"
"Liparis kussakini",NA,NA,"polar"
"Liparis latifrons",NA,NA,"polar"
"Liparis liparis",NA,NA,"temperate"
"Liparis maculatus",NA,NA,"temperate"
"Liparis marmoratus",NA,NA,"polar"
"Liparis mednius",NA,NA,"boreal"
"Liparis megacephalus",NA,NA,"polar"
"Liparis meridionalis",NA,NA,"temperate"
"Liparis micraspidophorus",NA,NA,"polar"
"Liparis miostomus",NA,NA,"temperate"
"Liparis montagui",NA,NA,"temperate"
"Liparis mucosus",NA,NA,"subtropical"
"Liparis newmani",NA,NA,"temperate"
"Liparis ochotensis",NA,NA,"temperate"
"Liparis owstoni",NA,NA,"temperate"
"Liparis petschiliensis",NA,NA,"temperate"
"Liparis pravdini",NA,NA,"temperate"
"Liparis pulchellus",NA,NA,"temperate"
"Liparis punctatus",NA,NA,"polar"
"Liparis punctulatus",NA,NA,"temperate"
"Liparis rhodosoma",NA,NA,"polar"
"Liparis rotundirostris",NA,NA,"temperate"
"Liparis rutteri",NA,NA,"temperate"
"Liparis schantarensis",NA,NA,"polar"
"Liparis schmidti",NA,NA,"temperate"
"Liparis tanakae",NA,NA,"temperate"
"Liparis tartaricus",NA,NA,"temperate"
"Liparis tessellatus",NA,NA,"temperate"
"Liparis tunicatiformis",NA,NA,"temperate"
"Liparis tunicatus",NA,NA,"polar"
"Liparis zonatus",NA,NA,"deep-water"
"Lipariscus nanus",NA,NA,"deep-water"
"Lopholiparis flerxi",NA,NA,"temperate"
"Menziesichthys bacescui",NA,NA,"deep-water"
"Nectoliparis pelagicus",NA,NA,"temperate"
"Notoliparis antonbruuni",NA,NA,"deep-water"
"Notoliparis kermadecensis",NA,NA,"deep-water"
"Notoliparis kurchatovi",NA,NA,"deep-water"
"Notoliparis macquariensis",0.899999976158142,0.899999976158142,"deep-water"
"Osteodiscus andriashevi",NA,NA,"deep-water"
"Osteodiscus cascadiae",NA,NA,"deep-water"
"Osteodiscus rhepostomias",NA,NA,"deep-water"
"Palmoliparis beckeri",2,3.8,"deep-water"
"Paraliparis abyssorum",NA,NA,"deep-water"
"Paraliparis acutidens",NA,NA,"deep-water"
"Paraliparis adustus",NA,NA,"temperate"
"Paraliparis albeolus",NA,NA,"deep-water"
"Paraliparis albescens",NA,NA,"deep-water"
"Paraliparis alius",NA,NA,"polar"
"Paraliparis amerismos",NA,NA,"polar"
"Paraliparis andriashevi",NA,NA,"deep-water"
"Paraliparis antarcticus",NA,NA,"deep-water"
"Paraliparis anthracinus",NA,NA,"deep-water"
"Paraliparis aspersus",NA,NA,"deep-water"
"Paraliparis ater",NA,NA,"deep-water"
"Paraliparis atramentatus",NA,NA,"deep-water"
"Paraliparis atrolabiatus",NA,NA,"deep-water"
"Paraliparis attenuatus",NA,NA,"deep-water"
"Paraliparis auriculatus",NA,NA,"deep-water"
"Paraliparis australiensis",NA,NA,"deep-water"
"Paraliparis australis",NA,NA,"deep-water"
"Paraliparis avellaneus",NA,NA,"deep-water"
"Paraliparis badius",NA,NA,"deep-water"
"Paraliparis balgueriasi",NA,NA,"deep-water"
"Paraliparis bathybius",NA,NA,"deep-water"
"Paraliparis bipolaris",NA,NA,"deep-water"
"Paraliparis brunneocaudatus",NA,NA,"deep-water"
"Paraliparis brunneus",NA,NA,"deep-water"
"Paraliparis bullacephalus",NA,NA,"temperate"
"Paraliparis calidus",NA,NA,"deep-water"
"Paraliparis camilarus",NA,NA,"polar"
"Paraliparis caninus",NA,NA,"polar"
"Paraliparis carlbondi",NA,NA,"deep-water"
"Paraliparis cephalus",NA,NA,"deep-water"
"Paraliparis cerasinus",NA,NA,"deep-water"
"Paraliparis challengeri",NA,NA,"deep-water"
"Paraliparis charcoti",NA,NA,"deep-water"
"Paraliparis copei copei",NA,NA,"deep-water"
"Paraliparis copei gibbericeps",NA,NA,"deep-water"
"Paraliparis copei kerguelensis",NA,NA,"deep-water"
"Paraliparis copei wilsoni",NA,NA,"deep-water"
"Paraliparis coracinus",NA,NA,"deep-water"
"Paraliparis costatus",NA,NA,"deep-water"
"Paraliparis csiroi",NA,NA,"deep-water"
"Paraliparis dactyloides",NA,NA,"deep-water"
"Paraliparis dactylosus",NA,NA,"deep-water"
"Paraliparis darwini",NA,NA,"deep-water"
"Paraliparis deani",NA,NA,"deep-water"
"Paraliparis debueni",NA,NA,"deep-water"
"Paraliparis delphis",NA,NA,"deep-water"
"Paraliparis devriesi",NA,NA,"deep-water"
"Paraliparis dewitti",NA,NA,"deep-water"
"Paraliparis diploprora",NA,NA,"deep-water"
"Paraliparis dipterus",NA,NA,"deep-water"
"Paraliparis duhameli",NA,NA,"deep-water"
"Paraliparis eastmani",NA,NA,"deep-water"
"Paraliparis edwardsi",NA,NA,"deep-water"
"Paraliparis ekaporus",NA,NA,"polar"
"Paraliparis eltanini",NA,NA,"deep-water"
"Paraliparis entochloris",NA,NA,"temperate"
"Paraliparis epacrognathus",NA,NA,"polar"
"Paraliparis exilis",NA,NA,"deep-water"
"Paraliparis fimbriatus",NA,NA,"deep-water"
"Paraliparis freeborni",NA,NA,"deep-water"
"Paraliparis fuscolingua",NA,NA,"deep-water"
"Paraliparis galapagosensis",NA,NA,"deep-water"
"Paraliparis garmani",NA,NA,"deep-water"
"Paraliparis gomoni",NA,NA,"deep-water"
"Paraliparis gracilis",NA,NA,"deep-water"
"Paraliparis grandis",NA,NA,"deep-water"
"Paraliparis haploporus",NA,NA,"polar"
"Paraliparis hawaiiensis",NA,NA,"deep-water"
"Paraliparis hobarti",NA,NA,"deep-water"
"Paraliparis holomelas",NA,NA,"deep-water"
"Paraliparis hubbsi",NA,NA,"deep-water"
"Paraliparis hureaui",NA,NA,"deep-water"
"Paraliparis hystrix",NA,NA,"deep-water"
"Paraliparis impariporus",NA,NA,"deep-water"
"Paraliparis incognita",NA,NA,"deep-water"
"Paraliparis infeliciter",NA,NA,"deep-water"
"Paraliparis kocki",NA,NA,"deep-water"
"Paraliparis kreffti",NA,NA,"deep-water"
"Paraliparis labiatus",NA,NA,"deep-water"
"Paraliparis lasti",NA,NA,"deep-water"
"Paraliparis latifrons",NA,NA,"deep-water"
"Paraliparis leobergi",NA,NA,"deep-water"
"Paraliparis leucogaster",NA,NA,"deep-water"
"Paraliparis leucoglossus",NA,NA,"deep-water"
"Paraliparis liparinus",NA,NA,"deep-water"
"Paraliparis longicaecus",NA,NA,"polar"
"Paraliparis macrocephalus",NA,NA,"deep-water"
"Paraliparis macropterus",NA,NA,"polar"
"Paraliparis magnoculus",NA,NA,"polar"
"Paraliparis mandibularis",NA,NA,"deep-water"
"Paraliparis mawsoni",NA,NA,"deep-water"
"Paraliparis megalopus",NA,NA,"deep-water"
"Paraliparis meganchus",NA,NA,"deep-water"
"Paraliparis melanobranchus",NA,NA,"deep-water"
"Paraliparis membranaceus",NA,NA,"deep-water"
"Paraliparis mentikoilon",NA,NA,"polar"
"Paraliparis mento",NA,NA,"deep-water"
"Paraliparis meridionalis",NA,NA,"deep-water"
"Paraliparis merodontus",NA,NA,"deep-water"
"Paraliparis mexicanus",NA,NA,"deep-water"
"Paraliparis molinai",NA,NA,"deep-water"
"Paraliparis monoporus",NA,NA,"deep-water"
"Paraliparis murieli",NA,NA,"deep-water"
"Paraliparis nassarum",NA,NA,"deep-water"
"Paraliparis neelovi",NA,NA,"deep-water"
"Paraliparis nigellus",NA,NA,"deep-water"
"Paraliparis nigrolineatus",NA,NA,"polar"
"Paraliparis nullansa",NA,NA,"polar"
"Paraliparis obliquosus",NA,NA,"deep-water"
"Paraliparis obtusirostris",NA,NA,"deep-water"
"Paraliparis operculosus",NA,NA,"deep-water"
"Paraliparis orbitalis",NA,NA,"polar"
"Paraliparis orcadensis",NA,NA,"deep-water"
"Paraliparis parviradialis",NA,NA,"polar"
"Paraliparis paucidens",NA,NA,"deep-water"
"Paraliparis pearcyi",NA,NA,"deep-water"
"Paraliparis pectoralis",NA,NA,"deep-water"
"Paraliparis penicillus",NA,NA,"deep-water"
"Paraliparis piceus",NA,NA,"deep-water"
"Paraliparis plagiostomus",NA,NA,"deep-water"
"Paraliparis plicatus",NA,NA,"polar"
"Paraliparis porcus",NA,NA,"deep-water"
"Paraliparis posteroporus",NA,NA,"polar"
"Paraliparis pseudokreffti",NA,NA,"deep-water"
"Paraliparis retrodorsalis",NA,NA,"deep-water"
"Paraliparis rosaceus",NA,NA,"deep-water"
"Paraliparis rossi",NA,NA,"deep-water"
"Paraliparis skeliphrus",NA,NA,"deep-water"
"Paraliparis somovi",NA,NA,"deep-water"
"Paraliparis stehmanni",NA,NA,"deep-water"
"Paraliparis tangaroa",NA,NA,"polar"
"Paraliparis tasmaniensis",NA,NA,"deep-water"
"Paraliparis tetrapteryx",1.89999997615814,2,"deep-water"
"Paraliparis thalassobathyalis",NA,NA,"deep-water"
"Paraliparis tompkinsae",NA,NA,"deep-water"
"Paraliparis trilobodon",NA,NA,"deep-water"
"Paraliparis trunovi",NA,NA,"deep-water"
"Paraliparis ulochir",NA,NA,"deep-water"
"Paraliparis vaillanti",NA,NA,"deep-water"
"Paraliparis valentinae",NA,NA,"deep-water"
"Paraliparis violaceus",NA,NA,"deep-water"
"Paraliparis vipera",NA,NA,"polar"
"Paraliparis voroninorum",NA,NA,"polar"
"Paraliparis wolffi",NA,NA,"deep-water"
"Polypera greeni",NA,NA,"temperate"
"Polypera simushirae",NA,NA,"temperate"
"Praematoliparis anarthractae",NA,NA,"subtropical"
"Prognatholiparis ptychomandibularis",NA,NA,"deep-water"
"Psednos andriashevi",NA,NA,"deep-water"
"Psednos anoderkes",NA,NA,"deep-water"
"Psednos argyrogaster",NA,NA,"deep-water"
"Psednos balushkini",NA,NA,"deep-water"
"Psednos barnardi",NA,NA,"deep-water"
"Psednos carolinae",NA,NA,"tropical"
"Psednos cathetostomus",NA,NA,"deep-water"
"Psednos chathami",NA,NA,"deep-water"
"Psednos christinae",NA,NA,"deep-water"
"Psednos cryptocaeca",NA,NA,"subtropical"
"Psednos delawarei",NA,NA,"deep-water"
"Psednos dentatus",NA,NA,"deep-water"
"Psednos gelatinosus",NA,NA,"deep-water"
"Psednos griseus",NA,NA,"deep-water"
"Psednos groenlandicus",NA,NA,"deep-water"
"Psednos harteli",NA,NA,"deep-water"
"Psednos islandicus",NA,NA,"deep-water"
"Psednos longiventris",NA,NA,"deep-water"
"Psednos melanocephalus",NA,NA,"deep-water"
"Psednos mexicanus",NA,NA,"deep-water"
"Psednos microps",NA,NA,"deep-water"
"Psednos microstomus",NA,NA,"deep-water"
"Psednos micruroides",NA,NA,"deep-water"
"Psednos micrurus",NA,NA,"deep-water"
"Psednos mirabilis",NA,NA,"deep-water"
"Psednos nataliae",NA,NA,"deep-water"
"Psednos nemnezi",NA,NA,"deep-water"
"Psednos pallidus",NA,NA,"deep-water"
"Psednos platyoperculosus",NA,NA,"deep-water"
"Psednos rossi",NA,NA,"tropical"
"Psednos sargassicus",NA,NA,"deep-water"
"Psednos spirohira",NA,NA,"deep-water"
"Psednos steini",NA,NA,"deep-water"
"Psednos struthersi",NA,NA,"deep-water"
"Psednos whitleyi",NA,NA,"deep-water"
"Pseudoliparis amblystomopsis",NA,NA,"deep-water"
"Pseudoliparis belyaevi",NA,NA,"deep-water"
"Pseudonotoliparis rassi",NA,NA,"deep-water"
"Rhinoliparis attenuatus",NA,NA,"deep-water"
"Rhinoliparis barbulifer",NA,NA,"deep-water"
"Rhodichthys melanocephalus",NA,NA,"deep-water"
"Rhodichthys regina",NA,NA,"deep-water"
"Squaloliparis dentatus",NA,NA,"deep-water"
"Temnocora candida",NA,NA,"deep-water"
"Volodichthys herwigi",NA,NA,"deep-water"
"Volodichthys parini",NA,NA,"deep-water"
"Volodichthys smirnovi",NA,NA,"deep-water"
"Volodichthys solovjevae",NA,NA,"polar"
"Lobotes pacificus",NA,NA,"tropical"
"Lobotes surinamensis",NA,NA,"subtropical"
"Lophichthys boschmai",NA,NA,"tropical"
"Lophiodes beroe",9,11,"deep-water"
"Lophiodes bruchius",NA,NA,"deep-water"
"Lophiodes caulinaris",NA,NA,"deep-water"
"Lophiodes endoi",NA,NA,"temperate"
"Lophiodes fimbriatus",NA,NA,"temperate"
"Lophiodes gracilimanus",NA,NA,"tropical"
"Lophiodes insidiator",NA,NA,"deep-water"
"Lophiodes iwamotoi",NA,NA,"tropical"
"Lophiodes kempi",NA,NA,"deep-water"
"Lophiodes maculatus",NA,NA,"tropical"
"Lophiodes miacanthus",NA,NA,"deep-water"
"Lophiodes monodi",NA,NA,"deep-water"
"Lophiodes mutilus",NA,NA,"deep-water"
"Lophiodes naresi",NA,NA,"deep-water"
"Lophiodes reticulatus",12,19,"deep-water"
"Lophiodes spilurus",NA,NA,"tropical"
"Lophiodes triradiatus",NA,NA,"deep-water"
"Lophiomus setigerus",NA,NA,"tropical"
"Lophius americanus",NA,NA,"temperate"
"Lophius budegassa",NA,NA,"deep-water"
"Lophius budegassa",NA,NA,"deep-water"
"Lophius gastrophysus",NA,NA,"deep-water"
"Lophius litulon",NA,NA,"deep-water"
"Lophius piscatorius",NA,NA,"deep-water"
"Lophius piscatorius",NA,NA,"deep-water"
"Lophius vaillanti",NA,NA,"deep-water"
"Lophius vomerinus",NA,NA,"deep-water"
"Sladenia remiger",NA,NA,"deep-water"
"Sladenia shaefersi",NA,NA,"deep-water"
"Sladenia zhui",NA,NA,"deep-water"
"Eumecichthys fiski",NA,NA,"deep-water"
"Lophotus capellei",NA,NA,"deep-water"
"Lophotus guntheri",NA,NA,"temperate"
"Lophotus lacepede",NA,NA,"deep-water"
"Acanthicus adonis",23,27,"tropical"
"Acanthicus hystrix",22,27,"tropical"
"Acestridium colombiense",NA,NA,"tropical"
"Acestridium dichromum",NA,NA,"tropical"
"Acestridium discus",NA,NA,"tropical"
"Acestridium gymnogaster",NA,NA,"tropical"
"Acestridium martini",NA,NA,"tropical"
"Acestridium scutatum",NA,NA,"tropical"
"Acestridium triplax",NA,NA,"tropical"
"Ancistrus abilhoai",NA,NA,"tropical"
"Ancistrus agostinhoi",NA,NA,"tropical"
"Ancistrus aguaboensis",NA,NA,"tropical"
"Ancistrus bodenhameri",NA,NA,"tropical"
"Ancistrus bolivianus",NA,NA,"tropical"
"Ancistrus brevifilis",NA,NA,"tropical"
"Ancistrus brevipinnis",NA,NA,"temperate"
"Ancistrus bufonius",NA,NA,"tropical"
"Ancistrus caucanus",NA,NA,"tropical"
"Ancistrus centrolepis",NA,NA,"tropical"
"Ancistrus chagresi",NA,NA,"tropical"
"Ancistrus cirrhosus",NA,NA,"tropical"
"Ancistrus claro",NA,NA,"tropical"
"Ancistrus clementinae",NA,NA,"tropical"
"Ancistrus cryptophthalmus",NA,NA,"tropical"
"Ancistrus cuiabae",NA,NA,"tropical"
"Ancistrus damasceni",NA,NA,"tropical"
"Ancistrus dolichopterus",23,27,"tropical"
"Ancistrus dubius",NA,NA,"tropical"
"Ancistrus erinaceus",NA,NA,"subtropical"
"Ancistrus eustictus",NA,NA,"high altitude"
"Ancistrus falconensis",NA,NA,"tropical"
"Ancistrus formoso",NA,NA,"tropical"
"Ancistrus fulvus",NA,NA,"tropical"
"Ancistrus galani",NA,NA,"high altitude"
"Ancistrus gymnorhynchus",NA,NA,"tropical"
"Ancistrus heterorhynchus",NA,NA,"high altitude"
"Ancistrus hoplogenys",25,28,"tropical"
"Ancistrus jataiensis",NA,NA,"tropical"
"Ancistrus jelskii",NA,NA,"tropical"
"Ancistrus latifrons",NA,NA,"tropical"
"Ancistrus leucostictus",25,28,"tropical"
"Ancistrus lineolatus",NA,NA,"tropical"
"Ancistrus lithurgicus",NA,NA,"tropical"
"Ancistrus macrophthalmus",NA,NA,"tropical"
"Ancistrus maculatus",NA,NA,"tropical"
"Ancistrus malacops",NA,NA,"tropical"
"Ancistrus maracasae",NA,NA,"tropical"
"Ancistrus martini",NA,NA,"tropical"
"Ancistrus mattogrossensis",NA,NA,"tropical"
"Ancistrus megalostomus",NA,NA,"high altitude"
"Ancistrus minutus",NA,NA,"tropical"
"Ancistrus montanus",NA,NA,"high altitude"
"Ancistrus mullerae",NA,NA,"tropical"
"Ancistrus multispinis",NA,NA,"tropical"
"Ancistrus nudiceps",NA,NA,"tropical"
"Ancistrus occidentalis",NA,NA,"tropical"
"Ancistrus occloi",NA,NA,"high altitude"
"Ancistrus parecis",NA,NA,"tropical"
"Ancistrus pirareta",NA,NA,"temperate"
"Ancistrus piriformis",NA,NA,"temperate"
"Ancistrus ranunculus",25,28,"subtropical"
"Ancistrus reisi",NA,NA,"tropical"
"Ancistrus salgadae",NA,NA,"tropical"
"Ancistrus spinosus",NA,NA,"tropical"
"Ancistrus stigmaticus",NA,NA,"tropical"
"Ancistrus tamboensis",24,29,"tropical"
"Ancistrus taunayi",NA,NA,"temperate"
"Ancistrus temminckii",21,24,"tropical"
"Ancistrus tolima",NA,NA,"tropical"
"Ancistrus tombador",NA,NA,"tropical"
"Ancistrus trinitatis",NA,NA,"tropical"
"Ancistrus triradiatus",24,28,"tropical"
"Ancistrus variolus",NA,NA,"tropical"
"Ancistrus verecundus",NA,NA,"tropical"
"Ancistrus vericaucanus",NA,NA,"tropical"
"Aphanotorulus ammophilus",NA,NA,"tropical"
"Aphanotorulus unicolor",25,28,"tropical"
"Apistoloricaria condei",NA,NA,"tropical"
"Apistoloricaria laani",NA,NA,"tropical"
"Apistoloricaria listrorhinos",NA,NA,"tropical"
"Apistoloricaria ommation",NA,NA,"tropical"
"Aposturisoma myriodon",24,28,"tropical"
"Baryancistrus beggini",NA,NA,"tropical"
"Baryancistrus chrysolomus",NA,NA,"tropical"
"Baryancistrus demantoides",NA,NA,"tropical"
