"sciname","StockCode","AgeMatMin","AgeMatMin2","tm"
"Heterodontus portusjacksoni",759,11,14,NA
"Heterodontus portusjacksoni",759,8,10,NA
"Heterodontus zebra",762,NA,NA,NA
"Heteropneustes fossilis",5116,1,NA,NA
"Heteropneustes fossilis",5116,1,NA,NA
"Hexagrammos decagrammus",4228,3,5,NA
"Hexagrammos decagrammus",4228,NA,NA,3
"Hexagrammos lagocephalus",4229,NA,NA,3.5
"Hexagrammos lagocephalus",4229,NA,NA,NA
"Ophiodon elongatus",525,NA,NA,NA
"Ophiodon elongatus",525,NA,NA,NA
"Ophiodon elongatus",525,NA,NA,4
"Ophiodon elongatus",525,3,5,NA
"Ophiodon elongatus",525,NA,NA,2
"Oxylebius pictus",4232,NA,NA,2.5
"Pleurogrammus azonus",526,4,5,NA
"Pleurogrammus azonus",526,NA,NA,2
"Pleurogrammus monopterygius",4233,NA,NA,3.6
"Pleurogrammus monopterygius",4233,4,5,NA
"Pleurogrammus monopterygius",4233,NA,NA,4
"Pleurogrammus monopterygius",4233,NA,NA,5
"Heptranchias perlo",652,NA,NA,NA
"Heptranchias perlo",652,NA,NA,NA
"Heptranchias perlo",652,NA,NA,NA
"Heptranchias perlo",652,NA,NA,NA
"Heptranchias perlo",652,NA,NA,NA
"Heptranchias perlo",652,NA,NA,NA
"Hexanchus griseus",653,NA,NA,NA
"Hexanchus griseus",653,NA,NA,NA
"Hexanchus griseus",653,NA,NA,NA
"Hexanchus griseus",653,NA,NA,NA
"Hexanchus griseus",653,NA,NA,NA
"Hexanchus griseus",653,NA,NA,NA
"Hexanchus nakamurai",654,NA,NA,NA
"Hexanchus nakamurai",654,NA,NA,NA
"Hexanchus nakamurai",654,NA,NA,NA
"Hexanchus nakamurai",654,NA,NA,NA
"Notorynchus cepedianus",2727,11,21,16
"Notorynchus cepedianus",2727,NA,NA,NA
"Notorynchus cepedianus",2727,NA,NA,NA
"Holocentrus adscensionis",1077,NA,NA,NA
"Holocentrus rufus",1078,NA,NA,NA
"Myripristis murdjan",5667,NA,NA,NA
"Neoniphon sammara",5144,NA,NA,NA
"Sargocentron macrosquamis",18472,NA,NA,NA
"Hypnos monopterygius",9046,NA,NA,NA
"Steatogenys ocellatus",52233,NA,NA,NA
"Steatogenys ocellatus",52233,NA,NA,NA
"Ameiurus melas",305,3,NA,NA
"Ameiurus nebulosus",3218,2,3,NA
"Ictalurus furcatus",3215,NA,4,NA
"Ictalurus punctatus",304,NA,NA,NA
"Ictalurus punctatus",304,4,6,NA
"Ictalurus punctatus",304,2,4,NA
"Noturus fasciatus",52562,NA,NA,NA
"Noturus flavipinnis",3228,NA,NA,NA
"Pylodictis olivaris",3247,4,6,NA
"Pylodictis olivaris",3247,3,5,NA
"Istiophorus albicans",86,NA,NA,3.5
"Istiophorus albicans",86,NA,NA,NA
"Istiophorus platypterus",87,NA,NA,NA
"Kajikia albida",233,NA,NA,NA
"Kajikia albida",233,NA,NA,NA
"Kajikia audax",237,2,3,NA
"Kajikia audax",237,NA,NA,NA
"Kajikia audax",237,NA,NA,2
"Kajikia audax",237,NA,NA,NA
"Makaira mazara",232,NA,NA,NA
"Makaira mazara",232,4,NA,NA
"Makaira nigricans",230,NA,NA,NA
"Makaira nigricans",230,NA,NA,NA
"Kneria auriculata",12140,NA,NA,NA
"Kneria auriculata",12140,NA,NA,NA
"Kuhlia rupestris",8024,NA,NA,NA
"Kuhlia xenura",50518,NA,NA,NA
"Kurtus gulliveri",4631,NA,NA,NA
"Kurtus gulliveri",4631,1,2,NA
"Girella nigricans",3790,NA,NA,2.5
"Girella punctata",6858,NA,NA,NA
"Girella tricuspidata",8486,NA,NA,NA
"Girella tricuspidata",8486,NA,NA,NA
"Girella tricuspidata",8486,NA,NA,NA
"Girella tricuspidata",8486,NA,NA,NA
"Girella tricuspidata",8486,NA,NA,4.52
"Girella tricuspidata",8486,NA,NA,NA
"Girella tricuspidata",8486,NA,NA,NA
"Girella tricuspidata",8486,NA,NA,4.16
"Kyphosus vaigiensis",6101,NA,NA,NA
"Medialuna californiensis",3793,NA,NA,2
"Neoscorpis lithophilus",5810,NA,NA,NA
"Neoscorpis lithophilus",5810,NA,NA,NA
"Neoscorpis lithophilus",5810,NA,NA,NA
"Scorpis aequipinnis",14198,7,NA,14.1
"Scorpis aequipinnis",14198,7,NA,16.1
"Achoerodus gouldii",14219,5,NA,17
"Achoerodus viridis",42455,NA,NA,8
"Cheilinus trilobatus",5895,NA,NA,NA
"Cheilinus undulatus",5896,NA,NA,NA
"Cheilinus undulatus",5896,NA,NA,NA
"Cheilinus undulatus",5896,NA,NA,NA
"Cheilinus undulatus",5896,5,7,NA
"Cheilinus undulatus",5896,NA,NA,NA
"Choerodon anchorago",5781,NA,NA,NA
"Choerodon robustus",7247,NA,NA,NA
"Choerodon robustus",7247,NA,NA,NA
"Choerodon schoenleinii",6754,NA,NA,NA
"Choerodon schoenleinii",6754,NA,NA,NA
"Coris julis",68,NA,NA,1
"Ctenolabrus rupestris",71,NA,NA,2
"Halichoeres claudia",55127,NA,NA,NA
"Halichoeres claudia",55127,NA,NA,NA
"Halichoeres claudia",55127,NA,NA,NA
"Halichoeres hortulanus",13008,NA,NA,NA
"Halichoeres marginatus",5925,NA,NA,NA
"Halichoeres nigrescens",47801,NA,NA,NA
"Halichoeres semicinctus",3863,NA,NA,2.5
"Halichoeres socialis",50041,NA,NA,NA
"Labrus bergylta",588,NA,NA,2
"Labrus bergylta",588,6,9,NA
"Labrus merula",4768,NA,NA,2
"Labrus mixtus",1393,NA,NA,2
"Labrus viridis",43163,2,NA,NA
"Lachnolaimus maximus",1087,NA,NA,1.1
"Lachnolaimus maximus",1087,NA,NA,1.6
"Lachnolaimus maximus",1087,NA,NA,6.5
"Lachnolaimus maximus",1087,NA,NA,7
"Oxyjulis californica",3866,NA,NA,1
"Pteragogus cryptus",5914,NA,NA,NA
"Pteragogus cryptus",5914,NA,NA,NA
"Semicossyphus pulcher",3867,NA,5,4.25
"Stethojulis trilineata",6943,NA,NA,NA
"Symphodus cinereus",1987,NA,NA,1
"Symphodus cinereus",1987,1,2,NA
"Symphodus mediterraneus",4763,NA,NA,2
"Symphodus mediterraneus",4763,2,3,NA
"Symphodus melops",69,2,3,NA
"Symphodus melops",69,2,3,NA
"Symphodus melops",69,NA,NA,3
"Symphodus ocellatus",1988,NA,NA,1
"Symphodus ocellatus",1988,1,2,NA
"Symphodus roissali",1905,NA,NA,1
"Symphodus tinca",1904,NA,NA,2
"Symphodus tinca",1904,2,3,NA
"Symphodus tinca",1904,NA,NA,NA
"Symphodus tinca",1904,NA,NA,NA
"Tautoga onitis",472,2,NA,NA
"Tautoga onitis",472,3,NA,NA
"Tautoga onitis",472,3,NA,NA
"Tautogolabrus adspersus",3868,NA,NA,1
"Thalassoma duperrey",8080,NA,NA,1
"Thalassoma hardwicke",5937,NA,NA,NA
"Lactarius lactarius",377,NA,NA,NA
"Carcharodon carcharias",767,12,NA,NA
"Carcharodon carcharias",767,12,NA,NA
"Carcharodon carcharias",767,NA,NA,NA
"Carcharodon carcharias",767,NA,NA,NA
"Carcharodon carcharias",767,NA,NA,NA
"Carcharodon carcharias",767,8,10,9
"Isurus oxyrinchus",768,NA,NA,NA
"Isurus oxyrinchus",768,NA,NA,NA
"Isurus oxyrinchus",768,NA,NA,NA
"Isurus oxyrinchus",768,NA,NA,NA
"Isurus oxyrinchus",768,NA,NA,NA
"Isurus oxyrinchus",768,NA,NA,NA
"Isurus oxyrinchus",768,19,21,20
"Isurus oxyrinchus",768,7,9,8
"Isurus oxyrinchus",768,NA,NA,NA
"Isurus oxyrinchus",768,NA,NA,NA
"Isurus oxyrinchus",768,NA,NA,18
"Isurus oxyrinchus",768,18,19,NA
"Isurus oxyrinchus",768,NA,NA,8
"Isurus oxyrinchus",768,13,14,NA
"Isurus paucus",769,NA,NA,NA
"Lamna ditropis",771,NA,NA,NA
"Lamna nasus",103,5,NA,NA
"Lamna nasus",103,NA,NA,NA
"Lamna nasus",103,NA,NA,NA
"Lamna nasus",103,15,18,17
"Lamna nasus",103,8,11,10
"Lamna nasus",103,NA,NA,NA
"Lamna nasus",103,NA,NA,NA
"Lateolabrax japonicus",4775,2,NA,NA
"Lateolabrax japonicus",4775,NA,NA,NA
"Lateolabrax japonicus",4775,NA,NA,NA
"Lates angustifrons",4695,3,5,4
"Lates angustifrons",4695,NA,NA,NA
"Lates angustifrons",4695,3,5,4
"Lates angustifrons",4695,NA,NA,NA
"Lates calcarifer",360,1,5,NA
"Lates calcarifer",360,3,5,NA
"Lates calcarifer",360,NA,NA,NA
"Lates mariae",10221,NA,NA,4
"Lates mariae",10221,NA,NA,3
"Lates mariae",10221,NA,NA,4
"Lates mariae",10221,NA,NA,3
"Lates microlepis",5030,3,5,4
"Lates microlepis",5030,3,5,4
"Lates niloticus",361,NA,NA,NA
"Lates niloticus",361,NA,NA,NA
"Lates niloticus",361,NA,NA,NA
"Lates niloticus",361,NA,NA,NA
"Lates niloticus",361,2,3,NA
"Lates niloticus",361,NA,NA,NA
"Lates niloticus",361,NA,NA,NA
"Lates niloticus",361,NA,NA,NA
"Lates niloticus",361,NA,NA,NA
"Lates niloticus",361,NA,NA,NA
"Lates niloticus",361,NA,NA,NA
"Lates niloticus",361,NA,NA,NA
"Lates stappersii",4696,NA,NA,NA
"Lates stappersii",4696,NA,NA,NA
"Lates stappersii",4696,NA,NA,2
"Lates stappersii",4696,NA,NA,2
"Lates stappersii",4696,NA,NA,NA
"Lates stappersii",4696,NA,NA,NA
"Lates stappersii",4696,NA,NA,NA
"Lates stappersii",4696,NA,NA,NA
"Lates stappersii",4696,NA,NA,2
"Lates stappersii",4696,NA,NA,2
"Lates stappersii",4696,NA,NA,NA
"Lates stappersii",4696,NA,NA,NA
"Lates stappersii",4696,NA,NA,2.3
"Lates stappersii",4696,NA,NA,NA
"Psammoperca waigiensis",8525,NA,NA,NA
"Latimeria chalumnae",2258,NA,NA,NA
"Latimeria chalumnae",2258,27,NA,NA
"Latridopsis ciliaris",13285,5,6,NA
"Latris lineata",14216,NA,NA,NA
"Latris lineata",14216,5.5,NA,6.8
"Latris lineata",14216,5.9,NA,6.2
"Nannostomus eques",11077,2,NA,NA
"Nannostomus espei",11079,0.5,0.58,NA
"Pyrrhulina australis",42811,NA,NA,NA
"Pyrrhulina australis",42811,NA,NA,NA
"Eubleekeria splendens",4652,NA,NA,NA
"Eubleekeria splendens",4652,NA,NA,NA
"Eubleekeria splendens",4652,NA,NA,1
"Eubleekeria splendens",4652,NA,NA,NA
"Leiognathus brevirostris",5039,NA,NA,NA
"Leiognathus brevirostris",5039,NA,NA,NA
"Leiognathus brevirostris",5039,NA,NA,NA
"Leiognathus equulus",4649,NA,NA,NA
"Leiognathus equulus",4649,NA,NA,NA
"Nuchequula gerreoides",5038,NA,NA,NA
"Photopectoralis bindus",4647,NA,NA,1.2
"Photopectoralis bindus",4647,NA,NA,NA
"Secutor ruconius",5040,NA,NA,NA
"Lepidogalaxias salamandroides",4722,NA,NA,NA
"Lepidogalaxias salamandroides",4722,NA,NA,NA
"Atractosteus tropicus",7626,NA,NA,NA
"Atractosteus tropicus",7626,NA,NA,NA
"Lepisosteus oculatus",1091,3,4,NA
"Lepisosteus oculatus",1091,NA,NA,4
"Lepisosteus oculatus",1091,1,2,NA
"Lepisosteus oculatus",1091,1,2,NA
"Lepisosteus osseus",1092,NA,NA,6
"Lepisosteus osseus",1092,3,4,NA
"Lepisosteus osseus",1092,NA,NA,6
"Lepisosteus osseus",1092,5,6,NA
"Lepisosteus osseus",1092,2,3,NA
"Lethrinus atkinsoni",2050,5,NA,NA
"Lethrinus atkinsoni",2050,3.7,NA,NA
"Lethrinus atlanticus",2063,NA,NA,NA
"Lethrinus borbonicus",2040,NA,NA,1.3
"Lethrinus borbonicus",2040,NA,NA,2
"Lethrinus enigmaticus",2051,NA,NA,NA
"Lethrinus enigmaticus",2051,NA,NA,NA
"Lethrinus erythracanthus",2058,NA,NA,NA
"Lethrinus haematopterus",2052,NA,NA,NA
"Lethrinus lentjan",2059,NA,NA,3.8
"Lethrinus lentjan",2059,NA,NA,NA
"Lethrinus lentjan",2059,2,NA,NA
"Lethrinus lentjan",2059,2.7,NA,3.5
"Lethrinus lentjan",2059,NA,NA,2.4
"Lethrinus lentjan",2059,NA,NA,1.8
"Lethrinus mahsena",2039,3,NA,NA
"Lethrinus mahsena",2039,NA,NA,6
"Lethrinus microdon",2041,NA,NA,4.8
"Lethrinus microdon",2041,NA,NA,3
"Lethrinus miniatus",2054,2,3,NA
"Lethrinus miniatus",2054,NA,NA,NA
"Lethrinus nebulosus",2042,NA,NA,5.9
"Lethrinus nebulosus",2042,NA,NA,4.6
"Lethrinus nebulosus",2042,NA,NA,4
"Lethrinus nebulosus",2042,NA,NA,3
"Lethrinus nebulosus",2042,4,4.5,NA
"Lethrinus nebulosus",2042,NA,NA,NA
"Lethrinus nebulosus",2042,7,NA,9
"Lethrinus nebulosus",2042,6,NA,8
"Lethrinus nebulosus",2042,NA,NA,NA
"Lethrinus nebulosus",2042,NA,NA,NA
"Lethrinus nebulosus",2042,NA,NA,NA
"Lethrinus nebulosus",2042,NA,NA,NA
"Lethrinus olivaceus",2060,4.1,NA,NA
"Lethrinus olivaceus",2060,5.1,NA,6
"Wattsia mossambica",2066,NA,NA,NA
"Careproctus derjugini",52681,NA,NA,NA
"Careproctus knipowitschi",52682,NA,NA,NA
"Careproctus macrophthalmus",52680,NA,NA,NA
"Liparis agassizii",19167,NA,NA,NA
"Paraliparis ater",49405,NA,NA,NA
"Paraliparis atrolabiatus",49406,NA,NA,NA
"Lobotes surinamensis",1093,NA,NA,1
"Lophiomus setigerus",7821,NA,NA,NA
"Lophius americanus",549,NA,NA,NA
"Lophius americanus",549,NA,NA,NA
"Lophius americanus",549,NA,NA,NA
"Lophius americanus",549,NA,NA,NA
"Lophius americanus",549,NA,NA,NA
"Lophius budegassa",5329,4,NA,NA
"Lophius budegassa",5329,9,10,NA
"Lophius budegassa",5329,7,NA,NA
"Lophius budegassa",5329,8,NA,NA
"Lophius litulon",18468,5,8,6.2
"Lophius litulon",18468,4,7,5.4
"Lophius piscatorius",732,NA,NA,NA
"Lophius piscatorius",732,NA,NA,NA
"Lophius piscatorius",732,NA,NA,NA
"Lophius piscatorius",732,NA,NA,4.5
"Lophius piscatorius",732,14,NA,NA
"Lophius piscatorius",732,6,NA,NA
"Lophius vomerinus",10579,4,NA,NA
"Loricariichthys platymetopon",42365,NA,NA,NA
"Loricariichthys platymetopon",42365,NA,NA,NA
"Megalancistrus parananus",41805,NA,NA,NA
"Megalancistrus parananus",41805,NA,NA,NA
"Nannoplecostomus eleonorae",57498,NA,NA,NA
"Nannoplecostomus eleonorae",57498,NA,NA,NA
"Paulasquama callis",56236,NA,NA,NA
"Pterygoplichthys anisitsi",12544,NA,NA,NA
"Pterygoplichthys anisitsi",12544,NA,NA,NA
"Pterygoplichthys multiradiatus",5021,NA,NA,NA
"Rhinelepis aspera",40820,NA,NA,NA
"Rhinelepis aspera",40820,NA,NA,NA
"Rhinelepis aspera",40820,NA,NA,NA
"Brosme brosme",61,8,10,NA
"Brosme brosme",61,NA,NA,NA
"Ciliata mustela",1307,1,NA,NA
"Ciliata mustela",1307,1,NA,NA
"Ciliata septentrionalis",2069,NA,NA,1
"Ciliata septentrionalis",2069,NA,NA,1
"Enchelyopus cimbrius",2070,3,NA,NA
"Enchelyopus cimbrius",2070,NA,NA,3
"Lota lota",324,3,4,NA
"Lota lota",324,6,7,NA
"Lota lota",324,2,4,NA
"Lota lota",324,4,NA,NA
"Lota lota",324,3,NA,NA
"Lota lota",324,4,NA,NA
"Lota lota",324,4,4,4
"Lota lota",324,3,3,3
"Lota lota",324,NA,NA,7
"Lota lota",324,NA,NA,6
"Lota lota",324,5.5,7.5,NA
"Lota lota",324,6,7,NA
"Lota lota",324,3,NA,NA
"Lota lota",324,2,NA,NA
"Molva dypterygia",1402,NA,11,NA
"Molva dypterygia",1402,9,NA,NA
"Molva dypterygia",1402,NA,NA,NA
"Molva dypterygia",1402,NA,NA,NA
"Molva dypterygia",1402,9,11,NA
"Molva dypterygia",1402,9,11,NA
"Molva dypterygia",1402,9,11,NA
"Molva dypterygia",1402,8,NA,NA
"Molva molva",43,5,6,NA
"Molva molva",43,5,NA,NA
"Molva molva",43,NA,NA,NA
"Molva molva",43,NA,NA,NA
"Aprion virescens",99,4,5,NA
"Aprion virescens",99,NA,NA,NA
"Aprion virescens",99,4,5,NA
"Apsilus dentatus",100,NA,NA,NA
"Apsilus dentatus",100,NA,NA,NA
"Etelis carbunculus",102,NA,NA,NA
"Etelis coruscans",1406,NA,NA,NA
"Lutjanus adetii",1413,NA,NA,NA
"Lutjanus analis",1453,NA,NA,NA
"Lutjanus analis",1453,NA,NA,5.5
"Lutjanus analis",1453,NA,NA,NA
"Lutjanus analis",1453,NA,NA,NA
"Lutjanus apodus",1454,NA,NA,NA
"Lutjanus apodus",1454,NA,NA,NA
"Lutjanus argentimaculatus",1456,NA,NA,NA
"Lutjanus argentimaculatus",1456,NA,NA,5
"Lutjanus argentimaculatus",1456,NA,NA,4
"Lutjanus argentimaculatus",1456,NA,NA,NA
"Lutjanus argentiventris",1457,4,5,4
"Lutjanus argentiventris",1457,NA,NA,NA
"Lutjanus bohar",1468,NA,NA,NA
"Lutjanus bohar",1468,NA,NA,NA
"Lutjanus bohar",1468,NA,NA,NA
"Lutjanus bohar",1468,3,NA,9.39
"Lutjanus bohar",1468,2,NA,NA
"Lutjanus buccanella",1470,NA,NA,NA
"Lutjanus buccanella",1470,NA,NA,NA
"Lutjanus buccanella",1470,NA,NA,NA
"Lutjanus buccanella",1470,NA,NA,NA
"Lutjanus buccanella",1470,NA,NA,NA
"Lutjanus buccanella",1470,NA,NA,NA
"Lutjanus buccanella",1470,NA,NA,NA
"Lutjanus campechanus",1476,NA,NA,NA
"Lutjanus campechanus",1476,NA,NA,NA
"Lutjanus campechanus",1476,NA,NA,NA
"Lutjanus campechanus",1476,NA,NA,NA
"Lutjanus carponotatus",1477,NA,NA,2.4
"Lutjanus carponotatus",1477,NA,NA,1.9
"Lutjanus ehrenbergii",809,NA,NA,NA
"Lutjanus ehrenbergii",809,NA,NA,1.7
"Lutjanus ehrenbergii",809,NA,NA,1.8
"Lutjanus erythropterus",1506,4,NA,NA
"Lutjanus fulviflamma",275,NA,NA,NA
"Lutjanus fulviflamma",275,NA,NA,NA
"Lutjanus fulviflamma",275,NA,NA,1.9
"Lutjanus fulviflamma",275,NA,NA,1.6
"Lutjanus fulvus",276,NA,NA,NA
"Lutjanus gibbus",279,NA,NA,NA
"Lutjanus gibbus",279,NA,NA,NA
"Lutjanus griseus",280,2,NA,NA
"Lutjanus griseus",280,NA,NA,3
"Lutjanus griseus",280,NA,NA,NA
"Lutjanus griseus",280,NA,NA,2
"Lutjanus griseus",280,NA,NA,2
"Lutjanus griseus",280,NA,NA,NA
"Lutjanus griseus",280,NA,NA,NA
"Lutjanus guttatus",166,NA,NA,NA
"Lutjanus jocu",168,NA,NA,NA
"Lutjanus jocu",168,NA,NA,NA
"Lutjanus jocu",168,NA,NA,5.5
"Lutjanus jocu",168,NA,NA,NA
"Lutjanus jocu",168,NA,NA,NA
"Lutjanus johnii",278,NA,NA,NA
"Lutjanus kasmira",170,NA,NA,NA
"Lutjanus kasmira",170,NA,NA,NA
"Lutjanus kasmira",170,NA,NA,NA
"Lutjanus lutjanus",173,NA,NA,NA
"Lutjanus malabaricus",176,NA,NA,NA
"Lutjanus malabaricus",176,NA,NA,NA
"Lutjanus malabaricus",176,NA,NA,NA
"Lutjanus malabaricus",176,NA,NA,NA
"Lutjanus peru",184,NA,NA,NA
"Lutjanus purpureus",185,NA,NA,NA
"Lutjanus purpureus",185,NA,NA,NA
"Lutjanus purpureus",185,5.5,NA,NA
"Lutjanus rivulatus",187,NA,NA,NA
"Lutjanus rivulatus",187,NA,NA,NA
"Lutjanus russellii",190,NA,NA,NA
"Lutjanus sanguineus",191,6,NA,NA
"Lutjanus sanguineus",191,2.5,3,NA
"Lutjanus sebae",192,NA,NA,NA
"Lutjanus sebae",192,NA,NA,NA
"Lutjanus sebae",192,NA,NA,NA
"Lutjanus stellatus",194,NA,NA,NA
"Lutjanus synagris",195,NA,NA,2
"Lutjanus synagris",195,NA,NA,2
"Lutjanus synagris",195,NA,NA,1
"Lutjanus synagris",195,NA,NA,NA
"Lutjanus synagris",195,NA,NA,NA
"Lutjanus synagris",195,NA,NA,2
"Lutjanus synagris",195,NA,NA,NA
"Lutjanus synagris",195,NA,NA,NA
"Lutjanus synagris",195,NA,NA,NA
"Lutjanus synagris",195,1,NA,NA
"Lutjanus synagris",195,1,NA,NA
"Lutjanus synagris",195,NA,NA,NA
"Lutjanus synagris",195,NA,NA,NA
"Lutjanus synagris",195,NA,NA,NA
"Lutjanus synagris",195,NA,NA,NA
"Lutjanus vitta",198,NA,NA,NA
"Lutjanus vitta",198,NA,3,1
"Lutjanus vitta",198,NA,NA,NA
"Lutjanus vitta",198,NA,NA,NA
"Lutjanus vivanus",199,NA,NA,NA
"Lutjanus vivanus",199,NA,NA,NA
"Lutjanus vivanus",199,NA,NA,NA
"Lutjanus vivanus",199,NA,NA,NA
"Lutjanus vivanus",199,NA,NA,5
"Lutjanus vivanus",199,NA,NA,NA
"Lutjanus vivanus",199,NA,NA,NA
"Lutjanus vivanus",199,NA,NA,NA
"Ocyurus chrysurus",202,NA,NA,NA
"Ocyurus chrysurus",202,NA,NA,NA
"Ocyurus chrysurus",202,NA,NA,2
"Ocyurus chrysurus",202,NA,NA,NA
"Ocyurus chrysurus",202,NA,NA,NA
"Ocyurus chrysurus",202,NA,NA,NA
"Ocyurus chrysurus",202,NA,NA,NA
"Ocyurus chrysurus",202,NA,NA,NA
"Paracaesio stonei",207,NA,NA,NA
"Pristipomoides filamentosus",215,NA,NA,NA
"Pristipomoides filamentosus",215,NA,NA,NA
"Pristipomoides filamentosus",215,NA,NA,NA
"Pristipomoides filamentosus",215,NA,NA,NA
"Pristipomoides macrophthalmus",220,NA,NA,NA
"Pristipomoides multidens",222,NA,NA,NA
"Pristipomoides multidens",222,NA,NA,NA
"Pristipomoides multidens",222,NA,NA,NA
"Pristipomoides typus",224,NA,NA,NA
"Rhomboplites aurorubens",227,NA,NA,NA
"Rhomboplites aurorubens",227,NA,NA,NA
"Rhomboplites aurorubens",227,NA,NA,NA
"Rhomboplites aurorubens",227,NA,NA,NA
"Rhomboplites aurorubens",227,NA,NA,NA
"Rhomboplites aurorubens",227,3,NA,NA
"Albatrossia pectoralis",8749,6,10,NA
"Albatrossia pectoralis",8749,5,9,NA
"Albatrossia pectoralis",8749,6,11,NA
"Coryphaenoides acrolepis",8781,NA,NA,NA
"Coryphaenoides acrolepis",8781,NA,NA,NA
"Coryphaenoides acrolepis",8781,3,6,NA
"Coryphaenoides carapinus",15437,NA,NA,NA
"Coryphaenoides carapinus",15437,NA,NA,NA
"Coryphaenoides cinereus",8787,3,5,NA
"Coryphaenoides cinereus",8787,3,5,NA
"Coryphaenoides longifilis",8788,5,8,NA
"Coryphaenoides mediterraneus",8488,NA,NA,NA
"Coryphaenoides rupestris",346,NA,NA,NA
"Coryphaenoides rupestris",346,NA,NA,NA
"Coryphaenoides rupestris",346,NA,NA,10
"Coryphaenoides rupestris",346,9,11,NA
"Coryphaenoides rupestris",346,NA,NA,NA
"Hymenocephalus italicus",1916,NA,NA,NA
"Macrourus berglax",345,NA,NA,NA
"Macrourus berglax",345,NA,NA,NA
"Macrourus berglax",345,NA,NA,14.8
"Macrourus berglax",345,14.8,NA,NA
"Macrourus carinatus",7309,NA,NA,NA
"Macrourus carinatus",7309,NA,NA,NA
"Nezumia aequalis",5232,NA,NA,NA
"Nezumia sclerorhynchus",3301,NA,NA,NA
"Branchiostegus japonicus",4780,NA,NA,NA
"Branchiostegus japonicus",4780,NA,NA,NA
"Branchiostegus japonicus",4780,2,3,NA
"Lopholatilus chamaeleonticeps",376,NA,NA,5
"Lopholatilus chamaeleonticeps",376,NA,NA,5
"Lopholatilus chamaeleonticeps",376,NA,NA,2
"Lopholatilus villarii",14657,7,8,NA
"Lopholatilus villarii",14657,5,6,NA
"Macrognathus aral",10867,NA,NA,NA
"Macrognathus aral",10867,NA,NA,NA
"Macrognathus pancalus",10470,NA,NA,NA
"Macrognathus pancalus",10470,NA,NA,NA
"Mastacembelus nigromarginatus",10416,NA,NA,NA
"Megachasma pelagios",6218,NA,NA,NA
"Megachasma pelagios",6218,NA,NA,NA
"Megalops atlanticus",1095,NA,NA,NA
"Megalops atlanticus",1095,NA,NA,NA
"Megalops atlanticus",1095,NA,NA,NA
"Megalops atlanticus",1095,NA,NA,NA
"Megalops atlanticus",1095,7,10,NA
"Megalops atlanticus",1095,NA,NA,NA
"Megalops atlanticus",1095,NA,NA,10
"Megalops cyprinoides",241,NA,NA,NA
"Melamphaes eulepis",9370,NA,NA,NA
"Melamphaes hubbsi",9373,NA,NA,NA
"Melamphaes longivelis",9375,NA,NA,NA
"Melamphaes pumilus",9376,NA,NA,NA
"Melamphaes simus",15294,NA,NA,NA
"Melamphaes suborbitalis",15477,NA,NA,NA
"Melamphaes typhlops",15478,NA,NA,NA
"Poromitra capito",15479,NA,NA,NA
"Poromitra crassiceps",5353,NA,NA,NA
"Poromitra megalops",15295,NA,NA,NA
"Scopeloberyx opisthopterus",15296,NA,NA,NA
"Scopeloberyx robustus",15297,NA,NA,NA
"Scopeloberyx robustus",15297,NA,NA,NA
"Scopelogadus mizolepis",10607,NA,NA,NA
"Glossolepis incisus",10799,NA,NA,NA
"Glossolepis incisus",10799,NA,NA,NA
"Glossolepis maculosus",10800,NA,NA,1
"Melanotaenia eachamensis",6603,NA,NA,NA
"Melanotaenia eachamensis",6603,NA,NA,NA
"Melanotaenia fluviatilis",18008,0.83,1,NA
"Melanotaenia splendida splendida",13414,0.5,NA,1
"Melanotaenia splendida splendida",13414,0.5,NA,1
"Melanotaenia splendida splendida",13414,NA,NA,NA
"Melanotaenia splendida splendida",13414,NA,NA,NA
"Mene maculata",404,NA,NA,NA
"Macruronus magellanicus",343,NA,NA,NA
"Macruronus magellanicus",343,NA,NA,NA
"Macruronus novaezelandiae",2021,3,4,NA
"Macruronus novaezelandiae",2021,3,4,NA
"Macruronus novaezelandiae",2021,4,7,NA
"Macruronus novaezelandiae",2021,NA,NA,NA
"Macruronus novaezelandiae",2021,4,5,NA
"Merluccius albidus",1096,NA,NA,NA
"Merluccius albidus",1096,NA,NA,NA
"Merluccius angustimanus",2023,NA,NA,3
"Merluccius australis",336,NA,NA,NA
"Merluccius australis",336,6,10,NA
"Merluccius australis",336,6,10,NA
"Merluccius australis",336,NA,NA,8
"Merluccius australis",336,7,8,NA
"Merluccius australis",336,NA,NA,7
"Merluccius australis",336,6,7,NA
"Merluccius bilinearis",337,3,NA,NA
"Merluccius bilinearis",337,NA,NA,1.7
"Merluccius bilinearis",337,NA,NA,1.6
"Merluccius bilinearis",337,NA,NA,1.7
"Merluccius bilinearis",337,NA,NA,1.6
"Merluccius capensis",2024,NA,NA,NA
"Merluccius capensis",2024,NA,NA,NA
"Merluccius capensis",2024,NA,NA,4.9
"Merluccius capensis",2024,NA,NA,3.9
"Merluccius gayi gayi",338,2,NA,NA
"Merluccius gayi peruanus",14365,NA,NA,NA
"Merluccius hubbsi",339,6,NA,NA
"Merluccius hubbsi",339,NA,NA,NA
"Merluccius merluccius",40,NA,NA,NA
"Merluccius merluccius",40,NA,NA,NA
"Merluccius merluccius",40,NA,NA,NA
"Merluccius merluccius",40,NA,NA,NA
"Merluccius merluccius",40,7,NA,NA
