"sciname","StockCode","AgeMatMin","AgeMatMin2","tm"
"Esox lucius",272,NA,NA,3
"Esox lucius",272,NA,NA,2
"Esox lucius",272,NA,NA,2
"Esox lucius",272,NA,5,NA
"Esox lucius",272,NA,NA,3
"Esox lucius",272,2,3,NA
"Esox lucius",272,NA,6,NA
"Esox lucius",272,3,4,NA
"Esox lucius",272,NA,NA,3
"Esox lucius",272,NA,NA,3
"Esox lucius",272,2,NA,NA
"Esox lucius",272,2,3,NA
"Esox lucius",272,NA,4,NA
"Esox lucius",272,2,NA,NA
"Esox lucius",272,1,2,NA
"Esox lucius",272,NA,5,NA
"Esox lucius",272,2,3,NA
"Esox lucius",272,NA,NA,3
"Esox lucius",272,2,NA,NA
"Esox lucius",272,2,NA,NA
"Esox lucius",272,3,4,NA
"Esox lucius",272,2,3,NA
"Esox lucius",272,3,5,NA
"Esox lucius",272,1,6,NA
"Esox lucius",272,1,6,NA
"Esox lucius",272,2,3,NA
"Esox lucius",272,2,5,NA
"Esox lucius",272,2,5,NA
"Esox lucius",272,1,2,NA
"Esox masquinongy",2907,NA,NA,5
"Esox masquinongy",2907,NA,NA,4
"Esox niger",2908,1,4,NA
"Esox reichertii",4826,3,4,NA
"Aculeola nigra",660,NA,NA,NA
"Aculeola nigra",660,NA,NA,NA
"Centroscyllium fabricii",672,NA,NA,NA
"Centroscyllium kamoharai",674,NA,NA,NA
"Centroscyllium ritteri",677,NA,NA,NA
"Etmopterus baxteri",44799,NA,NA,NA
"Etmopterus baxteri",44799,NA,NA,NA
"Etmopterus bigelowi",20110,NA,NA,NA
"Etmopterus bigelowi",20110,NA,NA,NA
"Etmopterus compagnoi",20111,NA,NA,NA
"Etmopterus gracilispinis",694,NA,NA,NA
"Etmopterus gracilispinis",694,NA,NA,NA
"Etmopterus granulosus",695,NA,NA,NA
"Etmopterus hillianus",696,NA,NA,NA
"Etmopterus hillianus",696,NA,NA,NA
"Etmopterus joungi",56437,NA,NA,NA
"Etmopterus lucifer",697,NA,NA,NA
"Etmopterus lucifer",697,NA,NA,NA
"Etmopterus princeps",699,NA,NA,NA
"Etmopterus pusillus",700,NA,NA,NA
"Etmopterus pusillus",700,NA,NA,NA
"Etmopterus robinsi",44739,NA,NA,NA
"Etmopterus sculptus",56961,NA,NA,NA
"Etmopterus sculptus",56961,NA,NA,NA
"Etmopterus sentosus",702,NA,NA,NA
"Etmopterus spinax",703,NA,NA,NA
"Etmopterus unicolor",704,NA,NA,NA
"Etmopterus unicolor",704,NA,NA,NA
"Etmopterus viator",56904,NA,NA,NA
"Trigonognathus kabeyai",44798,NA,NA,NA
"Trigonognathus kabeyai",44798,NA,NA,NA
"Cheilopogon spilopterus",14641,NA,NA,NA
"Cypselurus oligolepis",14645,NA,NA,NA
"Hirundichthys affinis",7759,0.58,0.67,NA
"Parexocoetus brachypterus",1053,NA,NA,NA
"Parexocoetus mento",5137,NA,NA,NA
"Parexocoetus mento",5137,NA,NA,NA
"Adinia xenica",3362,NA,NA,NA
"Fundulus bermudae",41469,NA,NA,NA
"Fundulus heteroclitus",3388,1,NA,NA
"Fundulus luciae",3391,NA,NA,NA
"Boreogadus saida",333,3,NA,NA
"Boreogadus saida",333,2,3,NA
"Boreogadus saida",333,4,5,NA
"Boreogadus saida",333,2,3,NA
"Eleginus gracilis",329,2,3,NA
"Eleginus gracilis",329,2,3,NA
"Eleginus gracilis",329,2,3,NA
"Eleginus gracilis",329,2,3,NA
"Eleginus gracilis",329,3,NA,NA
"Eleginus gracilis",329,NA,NA,2
"Eleginus gracilis",329,NA,NA,2
"Eleginus gracilis",329,NA,NA,2
"Eleginus gracilis",329,NA,NA,2
"Eleginus gracilis",329,NA,NA,2
"Eleginus gracilis",329,NA,NA,2
"Eleginus nawaga",328,3,4,NA
"Gadus macrocephalus",322,3,NA,NA
"Gadus macrocephalus",322,3,NA,NA
"Gadus macrocephalus",322,5,NA,NA
"Gadus macrocephalus",322,2,3,NA
"Gadus macrocephalus",322,2,3,NA
"Gadus macrocephalus",322,NA,NA,5.8
"Gadus macrocephalus",322,5,7,NA
"Gadus macrocephalus",322,5,6,NA
"Gadus macrocephalus",322,5,7,NA
"Gadus macrocephalus",322,5,6,NA
"Gadus macrocephalus",322,5,7,NA
"Gadus macrocephalus",322,5,6,NA
"Gadus macrocephalus",322,5,7,NA
"Gadus macrocephalus",322,5,6,NA
"Gadus macrocephalus",322,4,9,NA
"Gadus macrocephalus",322,3,8,NA
"Gadus macrocephalus",322,NA,NA,NA
"Gadus morhua",79,NA,NA,NA
"Gadus morhua",79,2,NA,NA
"Gadus morhua",79,4,NA,NA
"Gadus morhua",79,NA,NA,NA
"Gadus morhua",79,NA,NA,NA
"Gadus morhua",79,5,NA,NA
"Gadus morhua",79,5,NA,NA
