"autoctr","sciname","StockCode","MaturityRefNo","Sex","AgeMatMin","AgeMatMin2","AgeMatRef","tm","Number","r2","SE_tm","SD_tm","LCL_tm","UCL_tm","LengthMatMin","LengthMatMin2","Type1","LengthMatRef","Lm","SE_Lm","SD_Lm","LCL_Lm","UCL_Lm","Locality","C_Code","E_CODE","Comment","Entered","DateEntered","Modified","DateModified","Expert","DateChecked","TS","SpecCode"
6209,"Coregonus pollan",4834,59043,"unsexed",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not specified ","372",NA,NA,1790,"2008-01-23T22:46:31.000Z",NA,"2008-01-23T22:46:31.000Z",NA,NA,NA,4646
6197,"Coregonus renke",41272,59043,"unsexed",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not specified","276",NA,"Spawns for the first time at 3 years (Ref. 59043).",1790,"2008-01-23T00:14:15.000Z",97,"2010-07-07T00:00:00.000Z",NA,NA,NA,49238
1966,"Coregonus sardinella",2874,27547,"female",2,4,28856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not specified",NA,NA,"Begin to mature at age 3+, at age 2+ in rare cases, but most at age 4+ (Ref. 28856).",113,"1999-04-14T00:00:00.000Z",2,"2013-12-02T00:00:00.000Z",NA,NA,NA,2678
1967,"Coregonus sardinella",2874,27547,"male",2,3,28856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not specified",NA,NA,"May mature at age 2+ but majority mature at 3+ (Ref. 28856).",113,"1999-04-14T00:00:00.000Z",NA,"1999-04-14T00:00:00.000Z",NA,NA,NA,2678
1968,"Coregonus sardinella",2874,33311,"female",NA,NA,33311,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dease Inlet, 1988; 1990","840A",NA,NA,3,"2000-01-20T00:00:00.000Z",NA,"2000-01-20T00:00:00.000Z",NA,NA,NA,2678
1969,"Coregonus sardinella",2874,33311,"male",NA,NA,33311,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dease Inlet, 1988; 1990","840A",NA,NA,3,"2000-01-20T00:00:00.000Z",NA,"2000-01-20T00:00:00.000Z",NA,NA,NA,2678
6215,"Coregonus sardinella",2874,59043,"unsexed",3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arctic Ocean basin ",NA,NA,NA,1790,"2008-01-25T20:06:58.000Z",NA,"2008-01-25T20:06:58.000Z",NA,NA,NA,2678
5248,"Coregonus tugun tugun",12871,56502,"mixed",1.5,2.5,56502,NA,NA,NA,NA,NA,NA,NA,8.3,9.8,"FL",56502,NA,NA,NA,NA,NA,"Enisey river","643",NA,NA,1287,"2006-03-21T00:09:30.000Z",NA,"2006-03-21T00:09:30.000Z",NA,NA,NA,12540
5264,"Coregonus ussuriensis",12879,56521,"unsexed",5,8,56521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Basin of Amur river","643",NA,NA,1287,"2006-03-21T23:12:45.000Z",NA,"2006-03-21T23:12:45.000Z",NA,NA,NA,12548
5359,"Coregonus ussuriensis",12879,56557,"unsexed",5,6,56557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Primorye","643",NA,NA,1287,"2006-03-27T16:55:25.000Z",NA,"2006-03-27T16:55:25.000Z",NA,NA,NA,12548
6216,"Coregonus vandesius",41291,59043,"unsexed",2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not specified ","826",NA,NA,1790,"2008-01-25T20:23:41.000Z",NA,"2008-01-25T20:23:41.000Z",NA,NA,NA,49290
4090,"Coregonus wartmanni",41258,47057,"unsexed",2,3,47057,3,NA,NA,NA,NA,NA,NA,30,35,NA,47057,NA,NA,NA,NA,NA,"Upper Lake Constance","756",NA,NA,1,"2003-05-23T00:00:00.000Z",1,"2003-05-23T20:35:53.000Z",NA,NA,NA,49212
6193,"Coregonus wartmanni",41258,59043,"unsexed",2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lake Constance ",NA,NA,NA,1790,"2008-01-22T23:47:52.000Z",NA,"2008-01-22T23:47:52.000Z",NA,NA,NA,49212
3438,"Coregonus widegreni",40417,31670,"unsexed",4,5,31670,NA,NA,NA,NA,NA,NA,NA,35,46,"TL",31670,NA,NA,NA,NA,NA,"Aland, Baltic Sea, 1976-80","246",NA,"50% maturity.",3,"2001-09-20T00:00:00.000Z",NA,"2001-09-20T00:00:00.000Z",NA,NA,NA,48137
3434,"Coregonus widegreni",40417,31670,"unsexed",3,5,31670,NA,NA,NA,NA,NA,NA,NA,22,24,"TL",31670,NA,NA,NA,NA,NA,"Kalajoki, Baltic Sea, 1976-80","246",NA,"50% maturity.",3,"2001-09-20T00:00:00.000Z",NA,"2001-09-20T00:00:00.000Z",NA,NA,NA,48137
3432,"Coregonus widegreni",40417,31670,"unsexed",4,5,31670,NA,NA,NA,NA,NA,NA,NA,19,21,"TL",31670,NA,NA,NA,NA,NA,"Kemi, Baltic Sea, 1976-80","246",NA,"50% maturity.",3,"2001-09-19T00:00:00.000Z",NA,"2001-09-19T00:00:00.000Z",NA,NA,NA,48137
3435,"Coregonus widegreni",40417,31670,"unsexed",NA,NA,31670,5,NA,NA,NA,NA,NA,NA,30,32,"TL",31670,NA,NA,NA,NA,NA,"Korsholm, Baltic Sea, 1976-80","246",NA,"50% maturity.",3,"2001-09-20T00:00:00.000Z",NA,"2001-09-20T00:00:00.000Z",NA,NA,NA,48137
3433,"Coregonus widegreni",40417,31670,"unsexed",4,5,31670,NA,NA,NA,NA,NA,NA,NA,22,24,"TL",31670,NA,NA,NA,NA,NA,"Oulu, Baltic Sea, 1976-80","246",NA,"50% maturity.",3,"2001-09-20T00:00:00.000Z",NA,"2001-09-20T00:00:00.000Z",NA,NA,NA,48137
3439,"Coregonus widegreni",40417,31670,"unsexed",3,4,31670,NA,NA,NA,NA,NA,NA,NA,30,35,"TL",31670,NA,NA,NA,NA,NA,"Pernaja, Baltic Sea, 1976-80","246",NA,"50% maturity.",3,"2001-09-20T00:00:00.000Z",NA,"2001-09-20T00:00:00.000Z",NA,NA,NA,48137
3436,"Coregonus widegreni",40417,31670,"unsexed",4,5,31670,NA,NA,NA,NA,NA,NA,NA,33,36,"TL",31670,NA,NA,NA,NA,NA,"Pori, Baltic Sea, 1976-80","246",NA,"50% maturity.",3,"2001-09-20T00:00:00.000Z",NA,"2001-09-20T00:00:00.000Z",NA,NA,NA,48137
6208,"Coregonus widegreni",40417,59043,"unsexed",4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baltic and Russia ",NA,NA,NA,1790,"2008-01-23T22:11:22.000Z",NA,"2008-01-23T22:11:22.000Z",NA,NA,NA,48137
6198,"Coregonus widegreni",40417,59043,"unsexed",4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lakes Ladoga and Onega","643",NA,NA,1790,"2008-01-23T00:51:44.000Z",NA,"2008-01-23T00:51:44.000Z",NA,NA,NA,48137
2311,"Hucho hucho",4881,682,"unsexed",NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,"Danube River",NA,NA,NA,21,"1992-08-12T00:00:00.000Z",NA,"1992-08-12T00:00:00.000Z",NA,NA,NA,4664
6221,"Hucho hucho",4881,59043,"female",4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Danube drainage",NA,NA,NA,1790,"2008-01-25T20:59:42.000Z",1790,"2008-01-25T21:00:19.000Z",NA,NA,NA,4664
6220,"Hucho hucho",4881,59043,"male",3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Danube drainage",NA,NA,NA,1790,"2008-01-25T20:59:15.000Z",1790,"2008-01-25T21:00:01.000Z",NA,NA,NA,4664
8597,"Hucho hucho",4881,98915,"unsexed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,80,NA,NA,NA,NA,NA,NA,NA,"mouth of ?erný Brook, Moravice River (1955)","203",NA,"Spawning occurred at this length range.",2,"2015-01-20T00:00:00.000Z",NA,"2015-01-20T00:00:00.000Z",NA,NA,NA,4664
4029,"Hucho taimen",8998,45563,"unsexed",5,NA,45563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not specified.","156",NA,NA,309,"2003-02-27T00:00:00.000Z",NA,"2003-02-27T00:00:00.000Z",NA,NA,NA,8681
5245,"Hucho taimen",8998,56502,"mixed",6,8,56502,NA,NA,NA,NA,NA,NA,NA,63,66,"FL",56502,NA,NA,NA,NA,NA,"Enisey river","643",NA,NA,1287,"2006-03-20T23:56:55.000Z",NA,"2006-03-20T23:56:55.000Z",NA,NA,NA,8681
5358,"Hucho taimen",8998,56557,"unsexed",4,6,56557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Primorye","643",NA,NA,1287,"2006-03-27T16:51:40.000Z",NA,"2006-03-27T16:51:40.000Z",NA,NA,NA,8681
6223,"Hucho taimen",8998,59043,"female",5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not specified ",NA,NA,NA,1790,"2008-01-25T21:04:01.000Z",NA,"2008-01-25T21:04:01.000Z",NA,NA,NA,8681
6222,"Hucho taimen",8998,59043,"male",4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not specified ",NA,NA,NA,1790,"2008-01-25T21:03:42.000Z",NA,"2008-01-25T21:03:42.000Z",NA,NA,NA,8681
1974,"Oncorhynchus clarkii",2884,27547,"unsexed",2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not specified",NA,NA,"Males usually mature earlier than females (Ref. 27547).",113,"1999-04-07T00:00:00.000Z",NA,"1999-04-07T00:00:00.000Z",NA,NA,NA,2688
6595,"Oncorhynchus clarkii",2884,48950,"unsexed",2,3,NA,NA,NA,NA,NA,NA,NA,NA,10,15,"TL",NA,NA,NA,NA,NA,NA,"near South Fork Snake River","840",NA,NA,1790,"2008-02-28T21:47:49.000Z",NA,"2008-02-28T21:47:49.000Z",NA,NA,NA,2688
6594,"Oncorhynchus clarkii",2884,48950,"unsexed",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,"TL",NA,NA,NA,NA,NA,NA,"South Fork Snake River","840",NA,NA,1790,"2008-02-28T21:46:52.000Z",NA,"2008-02-28T21:46:52.000Z",NA,NA,NA,2688
6610,"Oncorhynchus clarkii",2884,74494,"female",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,18,"SL",NA,NA,NA,NA,NA,NA,"Upper Missouri River drainage","840",NA,NA,1790,"2008-02-29T00:33:14.000Z",NA,"2008-02-29T00:33:14.000Z",NA,NA,NA,2688
6609,"Oncorhynchus clarkii",2884,74494,"male",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,16,"TL",NA,NA,NA,NA,NA,NA,"Upper Missouri River drainage","840",NA,NA,1790,"2008-02-29T00:32:36.000Z",NA,"2008-02-29T00:32:36.000Z",NA,NA,NA,2688
513,"Oncorhynchus gorbuscha",254,27368,"unsexed",NA,NA,36794,2,NA,NA,NA,NA,NA,NA,40,50,"TL",27368,45,NA,NA,NA,NA,"North America","124C",NA,NA,1,"1999-01-22T00:00:00.000Z",3,"2001-11-16T00:00:00.000Z",NA,NA,NA,240
6224,"Oncorhynchus gorbuscha",254,59043,"unsexed",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not specified ",NA,NA,NA,1790,"2008-01-25T21:07:22.000Z",NA,"2008-01-25T21:07:22.000Z",NA,NA,NA,240
514,"Oncorhynchus keta",255,796,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,"Columbia River","124",NA,"3-yr spawner females",3,"1991-10-17T00:00:00.000Z",NA,"1994-09-30T00:00:00.000Z",NA,NA,NA,241
515,"Oncorhynchus keta",255,796,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,NA,NA,NA,"Columbia River","124",NA,"4-year spawners",3,"1991-10-17T00:00:00.000Z",NA,"1994-09-30T00:00:00.000Z",NA,NA,NA,241
516,"Oncorhynchus keta",255,3561,"unsexed",2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pacific Ocean basin",NA,NA,NA,1,"1992-05-18T00:00:00.000Z",NA,"1994-10-01T00:00:00.000Z",NA,NA,NA,241
517,"Oncorhynchus keta",255,12218,"unsexed",2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Korea",NA,NA,NA,330,"1999-11-19T00:00:00.000Z",10,"1999-11-19T00:00:00.000Z",NA,NA,NA,241
520,"Oncorhynchus kisutch",259,593,"unsexed",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Russia","643",NA,NA,10,"1994-06-29T00:00:00.000Z",NA,"1998-07-25T00:00:00.000Z",NA,NA,NA,245
521,"Oncorhynchus kisutch",259,2850,"unsexed",2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"to be filled",NA,NA,NA,10,"1994-06-29T00:00:00.000Z",NA,"1994-06-29T00:00:00.000Z",NA,NA,NA,245
6776,"Oncorhynchus masou masou",256,75103,"mixed",3,5,75103,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rivers of western Kamchatka","643",383,NA,1287,"2008-04-11T00:00:00.000Z",NA,"2008-04-11T00:00:00.000Z",NA,NA,NA,242
509,"Oncorhynchus mykiss",253,4706,"unsexed",2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"to be filled",NA,NA,NA,1,"1992-09-09T00:00:00.000Z",2,"1998-05-08T00:00:00.000Z",NA,NA,NA,239
510,"Oncorhynchus mykiss",253,6390,"female",3,NA,26523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Victoria","036",NA,NA,2,"1998-05-06T00:00:00.000Z",3,"2001-11-16T00:00:00.000Z",NA,NA,NA,239
511,"Oncorhynchus mykiss",253,6390,"male",2,3,26523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Victoria","036",NA,NA,2,"1998-05-06T00:00:00.000Z",NA,"1998-05-08T00:00:00.000Z",NA,NA,NA,239
512,"Oncorhynchus mykiss",253,27547,"unsexed",3,5,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,"Not specified",NA,NA,NA,113,"1999-04-17T00:00:00.000Z",NA,"1999-04-17T00:00:00.000Z",NA,NA,NA,239
7385,"Oncorhynchus mykiss",253,59043,"unsexed",3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not specified",NA,NA,"Often spawns for the first time at 1 year, at 3-5 years in the north",10,"2010-07-03T00:00:00.000Z",NA,"2010-07-03T00:00:00.000Z",NA,NA,NA,239
518,"Oncorhynchus nerka",257,796,"unsexed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,"Cultus Lake","124",NA,NA,3,"1991-10-17T00:00:00.000Z",NA,"2003-04-26T00:00:00.000Z",NA,NA,NA,243
4068,"Oncorhynchus nerka",257,46164,"unsexed",NA,NA,46698,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fraser River","124C",NA,NA,3,"2003-04-26T00:00:00.000Z",NA,"2003-04-26T00:00:00.000Z",NA,NA,NA,243
519,"Oncorhynchus tshawytscha",258,27547,"unsexed",2,7,36794,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not specified","124C",NA,"Maturity is reached from age 2+ to 7+.",113,"1999-04-16T00:00:00.000Z",1,"2001-01-17T20:26:07.000Z",1,"2001-01-17T20:26:07.000Z",NA,244
5193,"Oncorhynchus tshawytscha",258,56350,"unsexed",NA,NA,56350,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,56350,78.9,NA,NA,NA,NA,"Eastern Kamchatka","643",NA,NA,1287,"2006-03-08T01:19:10.000Z",NA,"2006-03-08T01:19:10.000Z",NA,NA,NA,244
5194,"Oncorhynchus tshawytscha",258,56350,"unsexed",NA,NA,56350,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,56350,85.4,NA,NA,NA,NA,"Western Kamchatka","643",NA,NA,1287,"2006-03-08T01:19:55.000Z",NA,"2006-03-08T01:19:55.000Z",NA,NA,NA,244
5294,"Parahucho perryi",9503,56527,"unsexed",10,11,56527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Northwestern Pacific ","643",NA,NA,1287,"2006-03-23T00:12:24.000Z",NA,"2006-03-23T00:12:24.000Z",NA,NA,NA,9182
1970,"Prosopium coulterii",2877,27547,"female",2,NA,28224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not specified",NA,NA,NA,113,"1999-03-03T00:00:00.000Z",113,"1999-04-06T00:00:00.000Z",NA,NA,NA,2681
1971,"Prosopium coulterii",2877,27547,"male",1,NA,28224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not specified",NA,NA,NA,113,"1999-03-03T00:00:00.000Z",113,"1999-04-06T00:00:00.000Z",NA,NA,NA,2681
1972,"Prosopium cylindraceum",2878,27547,"unsexed",7,NA,28860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brooks Range","840A",NA,NA,113,"1999-04-06T00:00:00.000Z",NA,"1999-04-06T00:00:00.000Z",NA,NA,NA,2682
1973,"Prosopium cylindraceum",2878,27547,"unsexed",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"southern part of the range",NA,NA,NA,113,"1999-04-06T00:00:00.000Z",NA,"1999-04-06T00:00:00.000Z",NA,NA,NA,2682
5263,"Prosopium cylindraceum",2878,56521,"female",5,6,56521,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NG",56521,30,NA,NA,NA,NA,"Anadyr river","643",NA,NA,1287,"2006-03-21T22:56:22.000Z",1287,"2006-03-21T22:56:50.000Z",NA,NA,NA,2682
5262,"Prosopium cylindraceum",2878,56521,"male",5,6,56521,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NG",56521,27,NA,NA,NA,NA,"Anadyr river","643",NA,NA,1287,"2006-03-21T22:54:53.000Z",1287,"2006-03-21T22:57:40.000Z",NA,NA,NA,2682
6226,"Salmo carpio",39172,59043,"female",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lake Garda","380",NA,NA,1790,"2008-01-25T21:57:39.000Z",NA,"2008-01-25T21:57:39.000Z",NA,NA,NA,46490
6225,"Salmo carpio",39172,59043,"male",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lake Garda","380",NA,NA,1790,"2008-01-25T21:57:19.000Z",NA,"2008-01-25T21:57:19.000Z",NA,NA,NA,46490
7388,"Salmo cenerinus",55791,59043,"female",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not specified",NA,NA,NA,10,"2010-07-05T00:00:00.000Z",NA,"2010-07-05T00:00:00.000Z",NA,NA,NA,65590
7387,"Salmo cenerinus",55791,59043,"male",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not specified",NA,NA,NA,10,"2010-07-05T00:00:00.000Z",NA,"2010-07-05T00:00:00.000Z",NA,NA,NA,65590
6232,"Salmo cettii",41402,59043,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,25,"SL",NA,NA,NA,NA,NA,NA,"not specified ",NA,NA,NA,1790,"2008-01-25T22:23:00.000Z",NA,"2008-01-25T22:23:00.000Z",NA,NA,NA,49461
6231,"Salmo cettii",41402,59043,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,16,"SL",NA,NA,NA,NA,NA,NA,"not specified ",NA,NA,NA,1790,"2008-01-25T22:22:32.000Z",NA,"2008-01-25T22:22:32.000Z",NA,NA,NA,49461
7398,"Salmo coruhensis",55804,83424,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,"SL",NA,NA,NA,NA,NA,NA,"not specified","792",NA,"Approximate size of the smallest ripe female.",10,"2010-07-09T00:00:00.000Z",NA,"2010-07-09T00:00:00.000Z",NA,NA,NA,65601
7399,"Salmo coruhensis",55804,83424,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,"SL",NA,NA,NA,NA,NA,NA,"not specified","792",NA,"Approximate size of the smallest ripe male.",10,"2010-07-09T00:00:00.000Z",NA,"2010-07-09T00:00:00.000Z",NA,NA,NA,65601
6238,"Salmo ezenami",49857,59043,"female",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lake Kezenoi-am","643",NA,NA,1790,"2008-01-28T20:46:32.000Z",NA,"2008-01-28T20:46:32.000Z",NA,NA,NA,60111
6237,"Salmo ezenami",49857,59043,"male",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lake Kezenoi-am","643",NA,NA,1790,"2008-01-28T20:46:09.000Z",NA,"2008-01-28T20:46:09.000Z",NA,NA,NA,60111
6230,"Salmo fibreni",21093,59043,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,12,"SL",NA,NA,NA,NA,NA,NA,"Lake Posta Fibreno and tributaries","380",NA,NA,1790,"2008-01-25T22:19:56.000Z",NA,"2008-01-25T22:19:56.000Z",NA,NA,NA,26969
6229,"Salmo fibreni",21093,59043,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,10,"SL",NA,NA,NA,NA,NA,NA,"Lake Posta Fibreno and tributaries","380",NA,NA,1790,"2008-01-25T22:19:29.000Z",NA,"2008-01-25T22:19:29.000Z",NA,NA,NA,26969
5772,"Salmo letnica",6744,58388,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.5,39.7,"TL",58388,NA,NA,NA,NA,NA,"Lake Ohrid","807",NA,NA,2,"2007-06-12T00:00:00.000Z",NA,"2007-06-12T00:00:00.000Z",NA,NA,NA,6423
6236,"Salmo letnica",6744,59043,"unsexed",5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lake Ohrid (eastern shore)","807",NA,"",1790,"2008-01-25T23:22:42.000Z",NA,"2008-01-25T23:22:42.000Z",NA,NA,NA,6423
6822,"Salmo macrostigma",5110,50434,"female",2,4,50434,NA,NA,NA,NA,NA,NA,NA,17.8,NA,"FL",50434,NA,NA,NA,NA,NA,"Ceyhan River (2000-2001)","792",13,NA,1817,"2008-04-22T00:00:00.000Z",NA,"2008-04-22T00:00:00.000Z",NA,NA,NA,4879
6821,"Salmo macrostigma",5110,50434,"male",2,3,50434,NA,NA,NA,NA,NA,NA,NA,17.4,NA,"FL",50434,NA,NA,NA,NA,NA,"Ceyhan River (2000-2001)","792",13,NA,1817,"2008-04-22T00:00:00.000Z",NA,"2008-04-22T00:00:00.000Z",NA,NA,NA,4879
6234,"Salmo marmoratus",39177,59043,"female",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Adriatic basin",NA,NA,NA,1790,"2008-01-25T22:46:11.000Z",NA,"2008-01-25T22:46:11.000Z",NA,NA,NA,46498
6228,"Salmo marmoratus",39177,59043,"female",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"From Po to Soca drainages",NA,NA,NA,1790,"2008-01-25T22:07:49.000Z",NA,"2008-01-25T22:07:49.000Z",NA,NA,NA,46498
6233,"Salmo marmoratus",39177,59043,"male",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Adriatic basin ",NA,NA,NA,1790,"2008-01-25T22:45:54.000Z",NA,"2008-01-25T22:45:54.000Z",NA,NA,NA,46498
6227,"Salmo marmoratus",39177,59043,"male",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"From Po to Soca drainages",NA,NA,NA,1790,"2008-01-25T22:07:31.000Z",NA,"2008-01-25T22:07:31.000Z",NA,NA,NA,46498
6235,"Salmo rhodanensis",41321,59043,"unsexed",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhône drainage, except Lake Geneva basin",NA,NA,NA,1790,"2008-01-25T22:49:57.000Z",10,"2010-07-07T00:00:00.000Z",NA,NA,NA,49328
7396,"Salmo rizeensis",55801,83424,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,"SL",NA,NA,NA,NA,NA,NA,"not specified","792",NA,"Approximate size of the smallest spawning female",10,"2010-07-09T00:00:00.000Z",NA,"2010-07-09T00:00:00.000Z",NA,NA,NA,65598
7397,"Salmo rizeensis",55801,83424,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,"SL",NA,NA,NA,NA,NA,NA,"not specified","792",NA,"Approximate size of the smallest male with ripe gonads.",10,"2010-07-09T00:00:00.000Z",NA,"2010-07-09T00:00:00.000Z",NA,NA,NA,65598
504,"Salmo salar",250,3561,"unsexed",NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mezen River","810",NA,NA,1,"1992-05-18T00:00:00.000Z",NA,"1994-10-01T00:00:00.000Z",NA,NA,NA,236
505,"Salmo salar",250,3561,"unsexed",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"River Mezen","810",NA,NA,1,"1992-05-18T00:00:00.000Z",NA,"1994-10-01T00:00:00.000Z",NA,NA,NA,236
7955,"Salmo salar",250,36293,"male",0.5,NA,36293,0.8,NA,NA,NA,NA,NA,NA,7.5,NA,"FL",36293,8.5,NA,NA,NA,NA,"Esva River (43°33'N, 6°32'E), 1992-1994","724",NA,"53% of age 0+ male parr were mature in November (9-10 months from birth).",3,"2012-10-12T00:00:00.000Z",NA,"2012-10-12T00:00:00.000Z",NA,NA,NA,236
